"year","zone","domain","measure","value"
"2009","S01002125","SIMD","Rank",5058
"2009","S01002125","Income","Rank",4274
"2009","S01002125","Housing","Rank",2370
"2006","S01002125","Education Skills And Training","Rank",4534
"2004","S01002125","Housing","Rank",2370
"2006","S01002125","SIMD","Decile",8
"2012","S01002125","Education Skills And Training","Decile",9
"2004","S01002125","Access To Services","Decile",9
"2006","S01002125","Access To Services","Decile",9
"2012","S01002125","Crime","Decile",5
"2009","S01002125","SIMD","Decile",8
"2009","S01002125","Access To Services","Decile",9
"2009","S01002125","Crime","Decile",5
"2012","S01002125","Access To Services","Decile",6
"2006","S01002125","Crime","Decile",5
"2012","S01002125","Employment","Decile",7
"2004","S01002125","Employment","Decile",8
"2006","S01002125","Employment","Decile",7
"2012","S01002125","SIMD","Decile",8
"2004","S01002125","SIMD","Decile",9
"2009","S01002125","Employment","Decile",7
"2012","S01002125","Health","Decile",7
"2004","S01002125","Education Skills And Training","Decile",9
"2006","S01002125","Health","Decile",8
"2006","S01002125","Education Skills And Training","Decile",7
"2009","S01002125","Health","Decile",8
"2009","S01002125","Education Skills And Training","Decile",9
"2004","S01002125","Health","Decile",8
"2006","S01002125","Income","Decile",7
"2004","S01002125","Housing","Decile",4
"2012","S01002125","Housing","Decile",4
"2004","S01002125","Income","Decile",7
"2012","S01002125","Income","Decile",7
"2009","S01002125","Housing","Decile",4
"2006","S01002125","Housing","Decile",4
"2009","S01002125","Income","Decile",7
"2009","S01002125","Education Skills And Training","Vigintile",17
"2012","S01002125","Education Skills And Training","Vigintile",17
"2006","S01002125","Education Skills And Training","Vigintile",14
"2004","S01002125","Education Skills And Training","Vigintile",18
"2009","S01002125","Employment","Vigintile",14
"2004","S01002125","Employment","Vigintile",15
"2006","S01002125","Employment","Vigintile",14
"2012","S01002125","Employment","Vigintile",14
"2004","S01002125","Health","Vigintile",15
"2012","S01002125","Health","Vigintile",14
"2006","S01002125","Health","Vigintile",15
"2009","S01002125","Health","Vigintile",15
"2012","S01002125","Housing","Vigintile",8
"2004","S01002125","Housing","Vigintile",8
"2006","S01002125","Housing","Vigintile",8
"2009","S01002125","Housing","Vigintile",8
"2004","S01002125","Access To Services","Vigintile",18
"2006","S01002125","Access To Services","Vigintile",18
"2009","S01002125","Access To Services","Vigintile",17
"2012","S01002125","Access To Services","Vigintile",11
"2006","S01002125","Crime","Vigintile",9
"2012","S01002125","Crime","Vigintile",10
"2009","S01002125","Crime","Vigintile",9
"2009","S01002125","Income","Vigintile",14
"2006","S01002125","Income","Vigintile",13
"2012","S01002125","Income","Vigintile",14
"2004","S01002125","Income","Vigintile",14
"2012","S01002125","SIMD","Vigintile",16
"2006","S01002125","SIMD","Vigintile",15
"2004","S01002125","SIMD","Vigintile",17
"2009","S01002125","SIMD","Vigintile",16
"2012","S01002125","Housing","Quintile",2
"2004","S01002125","Employment","Quintile",4
"2009","S01002125","Income","Quintile",4
"2006","S01002125","Income","Quintile",4
"2012","S01002125","Income","Quintile",4
"2006","S01002125","Housing","Quintile",2
"2004","S01002125","Income","Quintile",4
"2009","S01002125","Housing","Quintile",2
"2006","S01002125","Health","Quintile",4
"2012","S01002125","Education Skills And Training","Quintile",5
"2004","S01002125","Health","Quintile",4
"2004","S01002125","Education Skills And Training","Quintile",5
"2009","S01002125","Education Skills And Training","Quintile",5
"2012","S01002125","Health","Quintile",4
"2009","S01002125","Health","Quintile",4
"2006","S01002125","Employment","Quintile",4
"2009","S01002125","SIMD","Quintile",4
"2006","S01002125","Education Skills And Training","Quintile",4
"2004","S01002125","SIMD","Quintile",5
"2009","S01002125","Employment","Quintile",4
"2006","S01002125","SIMD","Quintile",4
"2012","S01002125","Crime","Quintile",3
"2009","S01002125","Crime","Quintile",3
"2012","S01002125","SIMD","Quintile",4
"2012","S01002125","Access To Services","Quintile",3
"2009","S01002125","Access To Services","Quintile",5
"2012","S01002125","Employment","Quintile",4
"2006","S01002125","Crime","Quintile",3
"2006","S01002125","Access To Services","Quintile",5
"2004","S01002125","Access To Services","Quintile",5
"2004","S01002125","Housing","Quintile",2
"2012","S01002126","Access To Services","Rank",3273
"2006","S01002126","Health","Rank",4928
"2009","S01002126","Employment","Rank",5310
"2012","S01002126","Health","Rank",5082
"2006","S01002126","SIMD","Rank",5550
"2006","S01002126","Crime","Rank",4240
"2004","S01002126","Employment","Rank",5563
"2012","S01002126","Crime","Rank",6310
"2004","S01002126","Access To Services","Rank",3172
"2009","S01002126","Health","Rank",5337
"2012","S01002126","Income","Rank",5740
"2004","S01002126","Health","Rank",4589
"2004","S01002126","Income","Rank",4698
"2004","S01002126","SIMD","Rank",5369
"2012","S01002126","Education Skills And Training","Rank",5155
"2009","S01002126","Access To Services","Rank",3740
"2006","S01002126","Income","Rank",5478
"2012","S01002126","Employment","Rank",5523
"2006","S01002126","Housing","Rank",4528
"2012","S01002126","Housing","Rank",4528
"2006","S01002126","Employment","Rank",4820
"2009","S01002126","Crime","Rank",5676
"2006","S01002126","Access To Services","Rank",3791
"2009","S01002126","Education Skills And Training","Rank",5085
"2012","S01002126","SIMD","Rank",5949
"2004","S01002126","Education Skills And Training","Rank",4860
"2009","S01002126","SIMD","Rank",6009
"2009","S01002126","Income","Rank",6098
"2009","S01002126","Housing","Rank",4528
"2006","S01002126","Education Skills And Training","Rank",5061
"2004","S01002126","Housing","Rank",4528
"2006","S01002126","SIMD","Decile",9
"2012","S01002126","Education Skills And Training","Decile",8
"2004","S01002126","Access To Services","Decile",5
"2006","S01002126","Access To Services","Decile",6
"2012","S01002126","Crime","Decile",10
"2009","S01002126","SIMD","Decile",10
"2009","S01002126","Access To Services","Decile",6
"2009","S01002126","Crime","Decile",9
"2012","S01002126","Access To Services","Decile",6
"2006","S01002126","Crime","Decile",7
"2012","S01002126","Employment","Decile",9
"2004","S01002126","Employment","Decile",9
"2006","S01002126","Employment","Decile",8
"2012","S01002126","SIMD","Decile",10
"2004","S01002126","SIMD","Decile",9
"2009","S01002126","Employment","Decile",9
"2012","S01002126","Health","Decile",8
"2004","S01002126","Education Skills And Training","Decile",8
"2006","S01002126","Health","Decile",8
"2006","S01002126","Education Skills And Training","Decile",8
"2009","S01002126","Health","Decile",9
"2009","S01002126","Education Skills And Training","Decile",8
"2004","S01002126","Health","Decile",8
"2006","S01002126","Income","Decile",9
"2004","S01002126","Housing","Decile",7
"2012","S01002126","Housing","Decile",7
"2004","S01002126","Income","Decile",8
"2012","S01002126","Income","Decile",9
"2009","S01002126","Housing","Decile",7
"2006","S01002126","Housing","Decile",7
"2009","S01002126","Income","Decile",10
"2009","S01002126","Education Skills And Training","Vigintile",16
"2012","S01002126","Education Skills And Training","Vigintile",16
"2006","S01002126","Education Skills And Training","Vigintile",16
"2004","S01002126","Education Skills And Training","Vigintile",15
"2009","S01002126","Employment","Vigintile",17
"2004","S01002126","Employment","Vigintile",18
"2006","S01002126","Employment","Vigintile",15
"2012","S01002126","Employment","Vigintile",17
"2004","S01002126","Health","Vigintile",15
"2012","S01002126","Health","Vigintile",16
"2006","S01002126","Health","Vigintile",16
"2009","S01002126","Health","Vigintile",17
"2012","S01002126","Housing","Vigintile",14
"2004","S01002126","Housing","Vigintile",14
"2006","S01002126","Housing","Vigintile",14
"2009","S01002126","Housing","Vigintile",14
"2004","S01002126","Access To Services","Vigintile",10
"2006","S01002126","Access To Services","Vigintile",12
"2009","S01002126","Access To Services","Vigintile",12
"2012","S01002126","Access To Services","Vigintile",11
"2006","S01002126","Crime","Vigintile",14
"2012","S01002126","Crime","Vigintile",20
"2009","S01002126","Crime","Vigintile",18
"2009","S01002126","Income","Vigintile",19
"2006","S01002126","Income","Vigintile",17
"2012","S01002126","Income","Vigintile",18
"2004","S01002126","Income","Vigintile",15
"2012","S01002126","SIMD","Vigintile",19
"2006","S01002126","SIMD","Vigintile",18
"2004","S01002126","SIMD","Vigintile",17
"2009","S01002126","SIMD","Vigintile",19
"2012","S01002126","Housing","Quintile",4
"2004","S01002126","Employment","Quintile",5
"2009","S01002126","Income","Quintile",5
"2006","S01002126","Income","Quintile",5
"2012","S01002126","Income","Quintile",5
"2006","S01002126","Housing","Quintile",4
"2004","S01002126","Income","Quintile",4
"2009","S01002126","Housing","Quintile",4
"2006","S01002126","Health","Quintile",4
"2012","S01002126","Education Skills And Training","Quintile",4
"2004","S01002126","Health","Quintile",4
"2004","S01002126","Education Skills And Training","Quintile",4
"2009","S01002126","Education Skills And Training","Quintile",4
"2012","S01002126","Health","Quintile",4
"2009","S01002126","Health","Quintile",5
"2006","S01002126","Employment","Quintile",4
"2009","S01002126","SIMD","Quintile",5
"2006","S01002126","Education Skills And Training","Quintile",4
"2004","S01002126","SIMD","Quintile",5
"2009","S01002126","Employment","Quintile",5
"2006","S01002126","SIMD","Quintile",5
"2012","S01002126","Crime","Quintile",5
"2009","S01002126","Crime","Quintile",5
"2012","S01002126","SIMD","Quintile",5
"2012","S01002126","Access To Services","Quintile",3
"2009","S01002126","Access To Services","Quintile",3
"2012","S01002126","Employment","Quintile",5
"2006","S01002126","Crime","Quintile",4
"2006","S01002126","Access To Services","Quintile",3
"2004","S01002126","Access To Services","Quintile",3
"2004","S01002126","Housing","Quintile",4
"2012","S01002127","Access To Services","Rank",5814
"2006","S01002127","Health","Rank",2537
"2009","S01002127","Employment","Rank",4140
"2012","S01002127","Health","Rank",4230
"2006","S01002127","SIMD","Rank",3700
"2006","S01002127","Crime","Rank",1920
"2004","S01002127","Employment","Rank",3718
"2012","S01002127","Crime","Rank",2332
"2004","S01002127","Access To Services","Rank",6261
"2009","S01002127","Health","Rank",3532
"2012","S01002127","Income","Rank",3394
"2004","S01002127","Health","Rank",4263
"2004","S01002127","Income","Rank",3349
"2004","S01002127","SIMD","Rank",4282
"2012","S01002127","Education Skills And Training","Rank",4576
"2009","S01002127","Access To Services","Rank",6174
"2006","S01002127","Income","Rank",3310
"2012","S01002127","Employment","Rank",3813
"2006","S01002127","Housing","Rank",1568
"2012","S01002127","Housing","Rank",1568
"2006","S01002127","Employment","Rank",3608
"2009","S01002127","Crime","Rank",1757
"2006","S01002127","Access To Services","Rank",6071
"2009","S01002127","Education Skills And Training","Rank",5309
"2012","S01002127","SIMD","Rank",4255
"2004","S01002127","Education Skills And Training","Rank",5216
"2009","S01002127","SIMD","Rank",4540
"2009","S01002127","Income","Rank",3942
"2009","S01002127","Housing","Rank",1568
"2006","S01002127","Education Skills And Training","Rank",4157
"2004","S01002127","Housing","Rank",1568
"2006","S01002127","SIMD","Decile",6
"2012","S01002127","Education Skills And Training","Decile",8
"2004","S01002127","Access To Services","Decile",10
"2006","S01002127","Access To Services","Decile",10
"2012","S01002127","Crime","Decile",4
"2009","S01002127","SIMD","Decile",7
"2009","S01002127","Access To Services","Decile",10
"2009","S01002127","Crime","Decile",3
"2012","S01002127","Access To Services","Decile",9
"2006","S01002127","Crime","Decile",3
"2012","S01002127","Employment","Decile",6
"2004","S01002127","Employment","Decile",6
"2006","S01002127","Employment","Decile",6
"2012","S01002127","SIMD","Decile",7
"2004","S01002127","SIMD","Decile",7
"2009","S01002127","Employment","Decile",7
"2012","S01002127","Health","Decile",7
"2004","S01002127","Education Skills And Training","Decile",9
"2006","S01002127","Health","Decile",4
"2006","S01002127","Education Skills And Training","Decile",7
"2009","S01002127","Health","Decile",6
"2009","S01002127","Education Skills And Training","Decile",9
"2004","S01002127","Health","Decile",7
"2006","S01002127","Income","Decile",6
"2004","S01002127","Housing","Decile",3
"2012","S01002127","Housing","Decile",3
"2004","S01002127","Income","Decile",6
"2012","S01002127","Income","Decile",6
"2009","S01002127","Housing","Decile",3
"2006","S01002127","Housing","Decile",3
"2009","S01002127","Income","Decile",7
"2009","S01002127","Education Skills And Training","Vigintile",17
"2012","S01002127","Education Skills And Training","Vigintile",15
"2006","S01002127","Education Skills And Training","Vigintile",13
"2004","S01002127","Education Skills And Training","Vigintile",17
"2009","S01002127","Employment","Vigintile",13
"2004","S01002127","Employment","Vigintile",12
"2006","S01002127","Employment","Vigintile",12
"2012","S01002127","Employment","Vigintile",12
"2004","S01002127","Health","Vigintile",14
"2012","S01002127","Health","Vigintile",14
"2006","S01002127","Health","Vigintile",8
"2009","S01002127","Health","Vigintile",11
"2012","S01002127","Housing","Vigintile",5
"2004","S01002127","Housing","Vigintile",5
"2006","S01002127","Housing","Vigintile",5
"2009","S01002127","Housing","Vigintile",5
"2004","S01002127","Access To Services","Vigintile",20
"2006","S01002127","Access To Services","Vigintile",19
"2009","S01002127","Access To Services","Vigintile",19
"2012","S01002127","Access To Services","Vigintile",18
"2006","S01002127","Crime","Vigintile",6
"2012","S01002127","Crime","Vigintile",8
"2009","S01002127","Crime","Vigintile",6
"2009","S01002127","Income","Vigintile",13
"2006","S01002127","Income","Vigintile",11
"2012","S01002127","Income","Vigintile",11
"2004","S01002127","Income","Vigintile",11
"2012","S01002127","SIMD","Vigintile",14
"2006","S01002127","SIMD","Vigintile",12
"2004","S01002127","SIMD","Vigintile",14
"2009","S01002127","SIMD","Vigintile",14
"2012","S01002127","Housing","Quintile",2
"2004","S01002127","Employment","Quintile",3
"2009","S01002127","Income","Quintile",4
"2006","S01002127","Income","Quintile",3
"2012","S01002127","Income","Quintile",3
"2006","S01002127","Housing","Quintile",2
"2004","S01002127","Income","Quintile",3
"2009","S01002127","Housing","Quintile",2
"2006","S01002127","Health","Quintile",2
"2012","S01002127","Education Skills And Training","Quintile",4
"2004","S01002127","Health","Quintile",4
"2004","S01002127","Education Skills And Training","Quintile",5
"2009","S01002127","Education Skills And Training","Quintile",5
"2012","S01002127","Health","Quintile",4
"2009","S01002127","Health","Quintile",3
"2006","S01002127","Employment","Quintile",3
"2009","S01002127","SIMD","Quintile",4
"2006","S01002127","Education Skills And Training","Quintile",4
"2004","S01002127","SIMD","Quintile",4
"2009","S01002127","Employment","Quintile",4
"2006","S01002127","SIMD","Quintile",3
"2012","S01002127","Crime","Quintile",2
"2009","S01002127","Crime","Quintile",2
"2012","S01002127","SIMD","Quintile",4
"2012","S01002127","Access To Services","Quintile",5
"2009","S01002127","Access To Services","Quintile",5
"2012","S01002127","Employment","Quintile",3
"2006","S01002127","Crime","Quintile",2
"2006","S01002127","Access To Services","Quintile",5
"2004","S01002127","Access To Services","Quintile",5
"2004","S01002127","Housing","Quintile",2
"2012","S01002128","Access To Services","Rank",3796
"2006","S01002128","Health","Rank",6253
"2009","S01002128","Employment","Rank",5558
"2012","S01002128","Health","Rank",6312
"2006","S01002128","SIMD","Rank",4690
"2006","S01002128","Crime","Rank",43
"2004","S01002128","Employment","Rank",5373
"2012","S01002128","Crime","Rank",53
"2004","S01002128","Access To Services","Rank",3391
"2009","S01002128","Health","Rank",6213
"2012","S01002128","Income","Rank",5905
"2004","S01002128","Health","Rank",4609
"2004","S01002128","Income","Rank",5151
"2004","S01002128","SIMD","Rank",4851
"2012","S01002128","Education Skills And Training","Rank",4841
"2009","S01002128","Access To Services","Rank",5726
"2006","S01002128","Income","Rank",5055
"2012","S01002128","Employment","Rank",5819
"2006","S01002128","Housing","Rank",536
"2012","S01002128","Housing","Rank",536
"2006","S01002128","Employment","Rank",5679
"2009","S01002128","Crime","Rank",47
"2006","S01002128","Access To Services","Rank",6253
"2009","S01002128","Education Skills And Training","Rank",4687
"2012","S01002128","SIMD","Rank",4957
"2004","S01002128","Education Skills And Training","Rank",4312
"2009","S01002128","SIMD","Rank",5031
"2009","S01002128","Income","Rank",5986
"2009","S01002128","Housing","Rank",536
"2006","S01002128","Education Skills And Training","Rank",3789
"2004","S01002128","Housing","Rank",536
"2006","S01002128","SIMD","Decile",8
"2012","S01002128","Education Skills And Training","Decile",8
"2004","S01002128","Access To Services","Decile",6
"2006","S01002128","Access To Services","Decile",10
"2012","S01002128","Crime","Decile",1
"2009","S01002128","SIMD","Decile",8
"2009","S01002128","Access To Services","Decile",9
"2009","S01002128","Crime","Decile",1
"2012","S01002128","Access To Services","Decile",6
"2006","S01002128","Crime","Decile",1
"2012","S01002128","Employment","Decile",9
"2004","S01002128","Employment","Decile",9
"2006","S01002128","Employment","Decile",9
"2012","S01002128","SIMD","Decile",8
"2004","S01002128","SIMD","Decile",8
"2009","S01002128","Employment","Decile",9
"2012","S01002128","Health","Decile",10
"2004","S01002128","Education Skills And Training","Decile",7
"2006","S01002128","Health","Decile",10
"2006","S01002128","Education Skills And Training","Decile",6
"2009","S01002128","Health","Decile",10
"2009","S01002128","Education Skills And Training","Decile",8
"2004","S01002128","Health","Decile",8
"2006","S01002128","Income","Decile",8
"2004","S01002128","Housing","Decile",1
"2012","S01002128","Housing","Decile",1
"2004","S01002128","Income","Decile",8
"2012","S01002128","Income","Decile",10
"2009","S01002128","Housing","Decile",1
"2006","S01002128","Housing","Decile",1
"2009","S01002128","Income","Decile",10
"2009","S01002128","Education Skills And Training","Vigintile",15
"2012","S01002128","Education Skills And Training","Vigintile",15
"2006","S01002128","Education Skills And Training","Vigintile",12
"2004","S01002128","Education Skills And Training","Vigintile",14
"2009","S01002128","Employment","Vigintile",18
"2004","S01002128","Employment","Vigintile",17
"2006","S01002128","Employment","Vigintile",18
"2012","S01002128","Employment","Vigintile",18
"2004","S01002128","Health","Vigintile",15
"2012","S01002128","Health","Vigintile",20
"2006","S01002128","Health","Vigintile",20
"2009","S01002128","Health","Vigintile",20
"2012","S01002128","Housing","Vigintile",2
"2004","S01002128","Housing","Vigintile",2
"2006","S01002128","Housing","Vigintile",2
"2009","S01002128","Housing","Vigintile",2
"2004","S01002128","Access To Services","Vigintile",11
"2006","S01002128","Access To Services","Vigintile",20
"2009","S01002128","Access To Services","Vigintile",18
"2012","S01002128","Access To Services","Vigintile",12
"2006","S01002128","Crime","Vigintile",1
"2012","S01002128","Crime","Vigintile",1
"2009","S01002128","Crime","Vigintile",1
"2009","S01002128","Income","Vigintile",19
"2006","S01002128","Income","Vigintile",16
"2012","S01002128","Income","Vigintile",19
"2004","S01002128","Income","Vigintile",16
"2012","S01002128","SIMD","Vigintile",16
"2006","S01002128","SIMD","Vigintile",15
"2004","S01002128","SIMD","Vigintile",15
"2009","S01002128","SIMD","Vigintile",16
"2012","S01002128","Housing","Quintile",1
"2004","S01002128","Employment","Quintile",5
"2009","S01002128","Income","Quintile",5
"2006","S01002128","Income","Quintile",4
"2012","S01002128","Income","Quintile",5
"2006","S01002128","Housing","Quintile",1
"2004","S01002128","Income","Quintile",4
"2009","S01002128","Housing","Quintile",1
"2006","S01002128","Health","Quintile",5
"2012","S01002128","Education Skills And Training","Quintile",4
"2004","S01002128","Health","Quintile",4
"2004","S01002128","Education Skills And Training","Quintile",4
"2009","S01002128","Education Skills And Training","Quintile",4
"2012","S01002128","Health","Quintile",5
"2009","S01002128","Health","Quintile",5
"2006","S01002128","Employment","Quintile",5
"2009","S01002128","SIMD","Quintile",4
"2006","S01002128","Education Skills And Training","Quintile",3
"2004","S01002128","SIMD","Quintile",4
"2009","S01002128","Employment","Quintile",5
"2006","S01002128","SIMD","Quintile",4
"2012","S01002128","Crime","Quintile",1
"2009","S01002128","Crime","Quintile",1
"2012","S01002128","SIMD","Quintile",4
"2012","S01002128","Access To Services","Quintile",3
"2009","S01002128","Access To Services","Quintile",5
"2012","S01002128","Employment","Quintile",5
"2006","S01002128","Crime","Quintile",1
"2006","S01002128","Access To Services","Quintile",5
"2004","S01002128","Access To Services","Quintile",3
"2004","S01002128","Housing","Quintile",1
"2012","S01002129","Access To Services","Rank",5269
"2006","S01002129","Health","Rank",924
"2009","S01002129","Employment","Rank",1133
"2012","S01002129","Health","Rank",1940
"2006","S01002129","SIMD","Rank",1357
"2006","S01002129","Crime","Rank",331
"2004","S01002129","Employment","Rank",1339
"2012","S01002129","Crime","Rank",1119
"2004","S01002129","Access To Services","Rank",3404
"2009","S01002129","Health","Rank",1524
"2012","S01002129","Income","Rank",2869
"2004","S01002129","Health","Rank",1196
"2004","S01002129","Income","Rank",2174
"2004","S01002129","SIMD","Rank",1531
"2012","S01002129","Education Skills And Training","Rank",740
"2009","S01002129","Access To Services","Rank",4909
"2006","S01002129","Income","Rank",1741
"2012","S01002129","Employment","Rank",1805
"2006","S01002129","Housing","Rank",370
"2012","S01002129","Housing","Rank",370
"2006","S01002129","Employment","Rank",1255
"2009","S01002129","Crime","Rank",454
"2006","S01002129","Access To Services","Rank",5858
"2009","S01002129","Education Skills And Training","Rank",2375
"2012","S01002129","SIMD","Rank",1842
"2004","S01002129","Education Skills And Training","Rank",1963
"2009","S01002129","SIMD","Rank",1536
"2009","S01002129","Income","Rank",2019
"2009","S01002129","Housing","Rank",370
"2006","S01002129","Education Skills And Training","Rank",1930
"2004","S01002129","Housing","Rank",370
"2006","S01002129","SIMD","Decile",3
"2012","S01002129","Education Skills And Training","Decile",2
"2004","S01002129","Access To Services","Decile",6
"2006","S01002129","Access To Services","Decile",10
"2012","S01002129","Crime","Decile",2
"2009","S01002129","SIMD","Decile",3
"2009","S01002129","Access To Services","Decile",8
"2009","S01002129","Crime","Decile",1
"2012","S01002129","Access To Services","Decile",9
"2006","S01002129","Crime","Decile",1
"2012","S01002129","Employment","Decile",3
"2004","S01002129","Employment","Decile",3
"2006","S01002129","Employment","Decile",2
"2012","S01002129","SIMD","Decile",3
"2004","S01002129","SIMD","Decile",3
"2009","S01002129","Employment","Decile",2
"2012","S01002129","Health","Decile",3
"2004","S01002129","Education Skills And Training","Decile",4
"2006","S01002129","Health","Decile",2
"2006","S01002129","Education Skills And Training","Decile",3
"2009","S01002129","Health","Decile",3
"2009","S01002129","Education Skills And Training","Decile",4
"2004","S01002129","Health","Decile",2
"2006","S01002129","Income","Decile",3
"2004","S01002129","Housing","Decile",1
"2012","S01002129","Housing","Decile",1
"2004","S01002129","Income","Decile",4
"2012","S01002129","Income","Decile",5
"2009","S01002129","Housing","Decile",1
"2006","S01002129","Housing","Decile",1
"2009","S01002129","Income","Decile",4
"2009","S01002129","Education Skills And Training","Vigintile",8
"2012","S01002129","Education Skills And Training","Vigintile",3
"2006","S01002129","Education Skills And Training","Vigintile",6
"2004","S01002129","Education Skills And Training","Vigintile",7
"2009","S01002129","Employment","Vigintile",4
"2004","S01002129","Employment","Vigintile",5
"2006","S01002129","Employment","Vigintile",4
"2012","S01002129","Employment","Vigintile",6
"2004","S01002129","Health","Vigintile",4
"2012","S01002129","Health","Vigintile",6
"2006","S01002129","Health","Vigintile",3
"2009","S01002129","Health","Vigintile",5
"2012","S01002129","Housing","Vigintile",2
"2004","S01002129","Housing","Vigintile",2
"2006","S01002129","Housing","Vigintile",2
"2009","S01002129","Housing","Vigintile",2
"2004","S01002129","Access To Services","Vigintile",11
"2006","S01002129","Access To Services","Vigintile",19
"2009","S01002129","Access To Services","Vigintile",16
"2012","S01002129","Access To Services","Vigintile",17
"2006","S01002129","Crime","Vigintile",2
"2012","S01002129","Crime","Vigintile",4
"2009","S01002129","Crime","Vigintile",2
"2009","S01002129","Income","Vigintile",7
"2006","S01002129","Income","Vigintile",6
"2012","S01002129","Income","Vigintile",9
"2004","S01002129","Income","Vigintile",7
"2012","S01002129","SIMD","Vigintile",6
"2006","S01002129","SIMD","Vigintile",5
"2004","S01002129","SIMD","Vigintile",5
"2009","S01002129","SIMD","Vigintile",5
"2012","S01002129","Housing","Quintile",1
"2004","S01002129","Employment","Quintile",2
"2009","S01002129","Income","Quintile",2
"2006","S01002129","Income","Quintile",2
"2012","S01002129","Income","Quintile",3
"2006","S01002129","Housing","Quintile",1
"2004","S01002129","Income","Quintile",2
"2009","S01002129","Housing","Quintile",1
"2006","S01002129","Health","Quintile",1
"2012","S01002129","Education Skills And Training","Quintile",1
"2004","S01002129","Health","Quintile",1
"2004","S01002129","Education Skills And Training","Quintile",2
"2009","S01002129","Education Skills And Training","Quintile",2
"2012","S01002129","Health","Quintile",2
"2009","S01002129","Health","Quintile",2
"2006","S01002129","Employment","Quintile",1
"2009","S01002129","SIMD","Quintile",2
"2006","S01002129","Education Skills And Training","Quintile",2
"2004","S01002129","SIMD","Quintile",2
"2009","S01002129","Employment","Quintile",1
"2006","S01002129","SIMD","Quintile",2
"2012","S01002129","Crime","Quintile",1
"2009","S01002129","Crime","Quintile",1
"2012","S01002129","SIMD","Quintile",2
"2012","S01002129","Access To Services","Quintile",5
"2009","S01002129","Access To Services","Quintile",4
"2012","S01002129","Employment","Quintile",2
"2006","S01002129","Crime","Quintile",1
"2006","S01002129","Access To Services","Quintile",5
"2004","S01002129","Access To Services","Quintile",3
"2004","S01002129","Housing","Quintile",1
"2012","S01002130","Access To Services","Rank",2876
"2006","S01002130","Health","Rank",5618
"2009","S01002130","Employment","Rank",6321
"2012","S01002130","Health","Rank",6264
"2006","S01002130","SIMD","Rank",5931
"2006","S01002130","Crime","Rank",4865
"2004","S01002130","Employment","Rank",5937
"2012","S01002130","Crime","Rank",4701
"2004","S01002130","Access To Services","Rank",3436
"2009","S01002130","Health","Rank",5976
"2012","S01002130","Income","Rank",5351
"2004","S01002130","Health","Rank",5543
"2004","S01002130","Income","Rank",6069
"2004","S01002130","SIMD","Rank",6005
"2012","S01002130","Education Skills And Training","Rank",3406
"2009","S01002130","Access To Services","Rank",3665
"2006","S01002130","Income","Rank",5330
"2012","S01002130","Employment","Rank",5295
"2006","S01002130","Housing","Rank",4117
"2012","S01002130","Housing","Rank",4117
"2006","S01002130","Employment","Rank",6025
"2009","S01002130","Crime","Rank",3696
"2006","S01002130","Access To Services","Rank",3688
"2009","S01002130","Education Skills And Training","Rank",4184
"2012","S01002130","SIMD","Rank",5440
"2004","S01002130","Education Skills And Training","Rank",4136
"2009","S01002130","SIMD","Rank",5905
"2009","S01002130","Income","Rank",5450
"2009","S01002130","Housing","Rank",4117
"2006","S01002130","Education Skills And Training","Rank",4423
"2004","S01002130","Housing","Rank",4117
"2006","S01002130","SIMD","Decile",10
"2012","S01002130","Education Skills And Training","Decile",6
"2004","S01002130","Access To Services","Decile",6
"2006","S01002130","Access To Services","Decile",6
"2012","S01002130","Crime","Decile",8
"2009","S01002130","SIMD","Decile",10
"2009","S01002130","Access To Services","Decile",6
"2009","S01002130","Crime","Decile",6
"2012","S01002130","Access To Services","Decile",5
"2006","S01002130","Crime","Decile",8
"2012","S01002130","Employment","Decile",9
"2004","S01002130","Employment","Decile",10
"2006","S01002130","Employment","Decile",10
"2012","S01002130","SIMD","Decile",9
"2004","S01002130","SIMD","Decile",10
"2009","S01002130","Employment","Decile",10
"2012","S01002130","Health","Decile",10
"2004","S01002130","Education Skills And Training","Decile",7
"2006","S01002130","Health","Decile",9
"2006","S01002130","Education Skills And Training","Decile",7
"2009","S01002130","Health","Decile",10
"2009","S01002130","Education Skills And Training","Decile",7
"2004","S01002130","Health","Decile",9
"2006","S01002130","Income","Decile",9
"2004","S01002130","Housing","Decile",7
"2012","S01002130","Housing","Decile",7
"2004","S01002130","Income","Decile",10
"2012","S01002130","Income","Decile",9
"2009","S01002130","Housing","Decile",7
"2006","S01002130","Housing","Decile",7
"2009","S01002130","Income","Decile",9
"2009","S01002130","Education Skills And Training","Vigintile",13
"2012","S01002130","Education Skills And Training","Vigintile",11
"2006","S01002130","Education Skills And Training","Vigintile",14
"2004","S01002130","Education Skills And Training","Vigintile",13
"2009","S01002130","Employment","Vigintile",20
"2004","S01002130","Employment","Vigintile",19
"2006","S01002130","Employment","Vigintile",19
"2012","S01002130","Employment","Vigintile",17
"2004","S01002130","Health","Vigintile",18
"2012","S01002130","Health","Vigintile",20
"2006","S01002130","Health","Vigintile",18
"2009","S01002130","Health","Vigintile",19
"2012","S01002130","Housing","Vigintile",13
"2004","S01002130","Housing","Vigintile",13
"2006","S01002130","Housing","Vigintile",13
"2009","S01002130","Housing","Vigintile",13
"2004","S01002130","Access To Services","Vigintile",11
"2006","S01002130","Access To Services","Vigintile",12
